,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP
ENFJ,,"[('و', 0.96), ('که', 0.99), ('به', 1.04), ('از', 1.03), ('من', 0.92), ('این', 1.05), ('رو', 1.11), ('تو', 0.95), ('یه', 1.06), ('با', 1.03)]","[('و', 0.91), ('که', 0.95), ('به', 0.96), ('از', 0.96), ('من', 1.07), ('این', 0.97), ('رو', 0.94), ('تو', 1.01), ('یه', 1.01), ('با', 0.97)]","[('و', 0.94), ('که', 0.99), ('به', 1.02), ('از', 0.99), ('من', 1.04), ('این', 0.98), ('رو', 0.94), ('تو', 0.98), ('یه', 1.04), ('با', 1.01)]","[('و', 1.04), ('که', 1.08), ('به', 1.06), ('از', 1.04), ('من', 0.99), ('این', 1.0), ('رو', 1.21), ('تو', 1.0), ('یه', 1.16), ('با', 1.1)]","[('و', 0.94), ('که', 0.96), ('به', 1.06), ('از', 1.05), ('من', 0.95), ('این', 1.05), ('رو', 1.06), ('تو', 0.94), ('یه', 0.98), ('با', 1.03)]","[('و', 0.87), ('که', 1.0), ('به', 0.96), ('از', 0.94), ('من', 1.15), ('این', 1.04), ('رو', 1.04), ('تو', 1.06), ('یه', 1.09), ('با', 0.99)]","[('و', 0.92), ('که', 0.98), ('به', 1.02), ('از', 1.0), ('من', 1.04), ('این', 0.98), ('رو', 0.97), ('تو', 1.06), ('یه', 1.1), ('با', 1.03)]","[('و', 0.91), ('که', 0.95), ('به', 0.98), ('از', 0.95), ('من', 1.06), ('این', 0.99), ('رو', 1.02), ('تو', 1.04), ('یه', 1.02), ('با', 1.02)]","[('و', 0.96), ('که', 0.97), ('به', 1.02), ('از', 1.0), ('من', 0.96), ('این', 1.01), ('رو', 1.02), ('تو', 1.0), ('یه', 1.02), ('با', 1.03)]","[('و', 0.86), ('که', 0.94), ('به', 0.94), ('از', 0.93), ('من', 1.13), ('این', 0.95), ('رو', 0.9), ('تو', 1.05), ('یه', 0.99), ('با', 0.97)]","[('و', 0.94), ('که', 0.94), ('به', 0.96), ('از', 0.97), ('من', 1.07), ('این', 0.95), ('رو', 0.95), ('تو', 1.0), ('یه', 1.0), ('با', 0.97)]","[('و', 0.95), ('که', 0.99), ('به', 1.0), ('از', 0.98), ('من', 1.08), ('این', 0.96), ('رو', 0.91), ('تو', 1.03), ('یه', 1.01), ('با', 1.0)]","[('و', 1.02), ('که', 1.12), ('به', 1.16), ('از', 1.07), ('من', 0.96), ('این', 1.03), ('رو', 1.28), ('تو', 1.07), ('یه', 1.11), ('با', 1.13)]","[('و', 0.94), ('که', 0.97), ('به', 0.99), ('از', 0.97), ('من', 1.11), ('این', 0.99), ('رو', 0.92), ('تو', 1.06), ('یه', 1.04), ('با', 1.0)]","[('و', 0.96), ('که', 0.98), ('به', 1.05), ('از', 1.0), ('من', 1.11), ('این', 1.0), ('رو', 1.07), ('تو', 1.02), ('یه', 1.04), ('با', 1.01)]"
ENFP,"[('و', 1.04), ('که', 1.01), ('به', 0.96), ('از', 0.97), ('من', 1.09), ('تو', 1.05), ('این', 0.96), ('رو', 0.9), ('یه', 0.94), ('با', 0.97)]",,"[('و', 0.94), ('که', 0.96), ('به', 0.92), ('از', 0.94), ('من', 1.16), ('تو', 1.07), ('این', 0.93), ('رو', 0.85), ('یه', 0.95), ('با', 0.95)]","[('و', 0.98), ('که', 1.0), ('به', 0.98), ('از', 0.97), ('من', 1.13), ('تو', 1.04), ('این', 0.94), ('رو', 0.85), ('یه', 0.98), ('با', 0.98)]","[('و', 1.08), ('که', 1.1), ('به', 1.02), ('از', 1.01), ('من', 1.08), ('تو', 1.05), ('این', 0.96), ('رو', 1.09), ('یه', 1.1), ('با', 1.07)]","[('و', 0.98), ('که', 0.97), ('به', 1.02), ('از', 1.02), ('من', 1.03), ('تو', 1.0), ('این', 1.0), ('رو', 0.96), ('یه', 0.92), ('با', 1.0)]","[('و', 0.9), ('که', 1.01), ('به', 0.92), ('از', 0.92), ('من', 1.25), ('تو', 1.12), ('این', 1.0), ('رو', 0.94), ('یه', 1.02), ('با', 0.96)]","[('و', 0.95), ('که', 0.99), ('به', 0.98), ('از', 0.97), ('من', 1.14), ('تو', 1.12), ('این', 0.94), ('رو', 0.88), ('یه', 1.04), ('با', 1.0)]","[('و', 0.95), ('که', 0.95), ('به', 0.95), ('از', 0.93), ('من', 1.15), ('تو', 1.1), ('این', 0.94), ('رو', 0.92), ('یه', 0.96), ('با', 0.99)]","[('و', 1.0), ('که', 0.98), ('به', 0.99), ('از', 0.97), ('من', 1.05), ('تو', 1.05), ('این', 0.97), ('رو', 0.92), ('یه', 0.96), ('با', 1.0)]","[('و', 0.89), ('که', 0.95), ('به', 0.91), ('از', 0.91), ('من', 1.23), ('تو', 1.1), ('این', 0.91), ('رو', 0.81), ('یه', 0.93), ('با', 0.95)]","[('و', 0.97), ('که', 0.95), ('به', 0.92), ('از', 0.94), ('من', 1.17), ('تو', 1.06), ('این', 0.9), ('رو', 0.86), ('یه', 0.94), ('با', 0.94)]","[('و', 0.98), ('که', 1.0), ('به', 0.96), ('از', 0.95), ('من', 1.18), ('تو', 1.08), ('این', 0.92), ('رو', 0.82), ('یه', 0.95), ('با', 0.98)]","[('و', 1.05), ('که', 1.13), ('به', 1.12), ('از', 1.04), ('من', 1.05), ('تو', 1.13), ('این', 0.99), ('رو', 1.15), ('یه', 1.05), ('با', 1.1)]","[('و', 0.97), ('که', 0.98), ('به', 0.95), ('از', 0.94), ('من', 1.21), ('تو', 1.12), ('این', 0.95), ('رو', 0.83), ('یه', 0.98), ('با', 0.97)]","[('و', 0.99), ('که', 0.99), ('به', 1.01), ('از', 0.97), ('من', 1.21), ('تو', 1.07), ('این', 0.96), ('رو', 0.96), ('یه', 0.98), ('با', 0.98)]"
ENTJ,"[('و', 1.1), ('که', 1.05), ('به', 1.05), ('از', 1.04), ('من', 0.94), ('رو', 1.06), ('این', 1.03), ('تو', 0.99), ('یه', 0.99), ('با', 1.03)]","[('و', 1.06), ('که', 1.04), ('به', 1.08), ('از', 1.07), ('من', 0.86), ('رو', 1.18), ('این', 1.08), ('تو', 0.94), ('یه', 1.05), ('با', 1.05)]",,"[('و', 1.04), ('که', 1.04), ('به', 1.06), ('از', 1.03), ('من', 0.98), ('رو', 1.0), ('این', 1.01), ('تو', 0.97), ('یه', 1.03), ('با', 1.04)]","[('و', 1.15), ('که', 1.14), ('به', 1.11), ('از', 1.08), ('من', 0.93), ('رو', 1.29), ('این', 1.03), ('تو', 0.99), ('یه', 1.15), ('با', 1.13)]","[('و', 1.04), ('که', 1.01), ('به', 1.1), ('از', 1.09), ('من', 0.89), ('رو', 1.13), ('این', 1.08), ('تو', 0.93), ('یه', 0.97), ('با', 1.06)]","[('و', 0.96), ('که', 1.06), ('به', 1.0), ('از', 0.98), ('من', 1.07), ('رو', 1.11), ('این', 1.07), ('تو', 1.05), ('یه', 1.08), ('با', 1.02)]","[('و', 1.01), ('که', 1.03), ('به', 1.07), ('از', 1.04), ('من', 0.98), ('رو', 1.03), ('این', 1.01), ('تو', 1.05), ('یه', 1.09), ('با', 1.06)]","[('و', 1.0), ('که', 1.0), ('به', 1.03), ('از', 0.99), ('من', 0.99), ('رو', 1.09), ('این', 1.02), ('تو', 1.02), ('یه', 1.01), ('با', 1.05)]","[('و', 1.06), ('که', 1.03), ('به', 1.07), ('از', 1.04), ('من', 0.9), ('رو', 1.08), ('این', 1.04), ('تو', 0.98), ('یه', 1.01), ('با', 1.06)]","[('و', 0.95), ('که', 0.99), ('به', 0.98), ('از', 0.97), ('من', 1.06), ('رو', 0.96), ('این', 0.98), ('تو', 1.03), ('یه', 0.98), ('با', 1.0)]","[('و', 1.03), ('که', 0.99), ('به', 1.0), ('از', 1.0), ('من', 1.01), ('رو', 1.01), ('این', 0.98), ('تو', 0.99), ('یه', 0.99), ('با', 1.0)]","[('و', 1.05), ('که', 1.04), ('به', 1.04), ('از', 1.02), ('من', 1.02), ('رو', 0.97), ('این', 0.99), ('تو', 1.01), ('یه', 1.0), ('با', 1.03)]","[('و', 1.12), ('که', 1.18), ('به', 1.22), ('از', 1.11), ('من', 0.9), ('رو', 1.36), ('این', 1.06), ('تو', 1.06), ('یه', 1.1), ('با', 1.16)]","[('و', 1.03), ('که', 1.02), ('به', 1.03), ('از', 1.0), ('من', 1.04), ('رو', 0.98), ('این', 1.02), ('تو', 1.04), ('یه', 1.03), ('با', 1.02)]","[('و', 1.05), ('که', 1.03), ('به', 1.1), ('از', 1.04), ('من', 1.05), ('رو', 1.13), ('این', 1.03), ('تو', 1.0), ('یه', 1.02), ('با', 1.04)]"
ENTP,"[('و', 1.06), ('که', 1.01), ('به', 0.98), ('از', 1.01), ('من', 0.96), ('رو', 1.06), ('این', 1.02), ('تو', 1.02), ('یه', 0.96), ('با', 0.99)]","[('و', 1.02), ('که', 1.0), ('به', 1.02), ('از', 1.04), ('من', 0.88), ('رو', 1.18), ('این', 1.07), ('تو', 0.97), ('یه', 1.02), ('با', 1.02)]","[('و', 0.96), ('که', 0.96), ('به', 0.94), ('از', 0.97), ('من', 1.02), ('رو', 1.0), ('این', 0.99), ('تو', 1.03), ('یه', 0.98), ('با', 0.97)]",,"[('و', 1.11), ('که', 1.09), ('به', 1.04), ('از', 1.04), ('من', 0.95), ('رو', 1.29), ('این', 1.02), ('تو', 1.02), ('یه', 1.12), ('با', 1.09)]","[('و', 1.0), ('که', 0.97), ('به', 1.04), ('از', 1.05), ('من', 0.91), ('رو', 1.12), ('این', 1.07), ('تو', 0.96), ('یه', 0.94), ('با', 1.02)]","[('و', 0.92), ('که', 1.01), ('به', 0.94), ('از', 0.95), ('من', 1.1), ('رو', 1.1), ('این', 1.06), ('تو', 1.08), ('یه', 1.05), ('با', 0.98)]","[('و', 0.98), ('که', 0.99), ('به', 1.0), ('از', 1.01), ('من', 1.0), ('رو', 1.03), ('این', 1.0), ('تو', 1.08), ('یه', 1.06), ('با', 1.02)]","[('و', 0.97), ('که', 0.95), ('به', 0.96), ('از', 0.96), ('من', 1.02), ('رو', 1.08), ('این', 1.01), ('تو', 1.06), ('یه', 0.99), ('با', 1.01)]","[('و', 1.02), ('که', 0.98), ('به', 1.01), ('از', 1.01), ('من', 0.92), ('رو', 1.08), ('این', 1.03), ('تو', 1.01), ('یه', 0.99), ('با', 1.02)]","[('و', 0.91), ('که', 0.95), ('به', 0.93), ('از', 0.94), ('من', 1.09), ('رو', 0.95), ('این', 0.97), ('تو', 1.07), ('یه', 0.95), ('با', 0.96)]","[('و', 0.99), ('که', 0.95), ('به', 0.94), ('از', 0.97), ('من', 1.03), ('رو', 1.01), ('این', 0.96), ('تو', 1.02), ('یه', 0.96), ('با', 0.96)]","[('و', 1.01), ('که', 0.99), ('به', 0.98), ('از', 0.99), ('من', 1.04), ('رو', 0.97), ('این', 0.98), ('تو', 1.05), ('یه', 0.97), ('با', 1.0)]","[('و', 1.08), ('که', 1.13), ('به', 1.14), ('از', 1.08), ('من', 0.92), ('رو', 1.36), ('این', 1.05), ('تو', 1.09), ('یه', 1.07), ('با', 1.12)]","[('و', 0.99), ('که', 0.98), ('به', 0.97), ('از', 0.98), ('من', 1.07), ('رو', 0.97), ('این', 1.01), ('تو', 1.08), ('یه', 1.01), ('با', 0.99)]","[('و', 1.01), ('که', 0.99), ('به', 1.03), ('از', 1.01), ('من', 1.07), ('رو', 1.13), ('این', 1.02), ('تو', 1.03), ('یه', 1.0), ('با', 1.0)]"
ESFJ,"[('و', 0.96), ('که', 0.92), ('به', 0.95), ('از', 0.97), ('من', 1.01), ('این', 1.0), ('تو', 1.0), ('رو', 0.82), ('یه', 0.86), ('با', 0.91)]","[('و', 0.93), ('که', 0.91), ('به', 0.98), ('از', 0.99), ('من', 0.93), ('این', 1.05), ('تو', 0.95), ('رو', 0.91), ('یه', 0.91), ('با', 0.94)]","[('و', 0.87), ('که', 0.88), ('به', 0.9), ('از', 0.93), ('من', 1.08), ('این', 0.97), ('تو', 1.01), ('رو', 0.77), ('یه', 0.87), ('با', 0.89)]","[('و', 0.9), ('که', 0.91), ('به', 0.96), ('از', 0.96), ('من', 1.05), ('این', 0.98), ('تو', 0.98), ('رو', 0.78), ('یه', 0.89), ('با', 0.92)]",,"[('و', 0.91), ('که', 0.88), ('به', 1.0), ('از', 1.01), ('من', 0.96), ('این', 1.05), ('تو', 0.95), ('رو', 0.87), ('یه', 0.84), ('با', 0.94)]","[('و', 0.83), ('که', 0.93), ('به', 0.91), ('از', 0.91), ('من', 1.16), ('این', 1.04), ('تو', 1.06), ('رو', 0.86), ('یه', 0.94), ('با', 0.9)]","[('و', 0.88), ('که', 0.9), ('به', 0.96), ('از', 0.97), ('من', 1.06), ('این', 0.98), ('تو', 1.07), ('رو', 0.8), ('یه', 0.95), ('با', 0.94)]","[('و', 0.88), ('که', 0.87), ('به', 0.93), ('از', 0.92), ('من', 1.07), ('این', 0.99), ('تو', 1.04), ('رو', 0.84), ('یه', 0.88), ('با', 0.93)]","[('و', 0.92), ('که', 0.9), ('به', 0.97), ('از', 0.97), ('من', 0.97), ('این', 1.01), ('تو', 1.0), ('رو', 0.84), ('یه', 0.88), ('با', 0.94)]","[('و', 0.83), ('که', 0.87), ('به', 0.89), ('از', 0.9), ('من', 1.14), ('این', 0.95), ('تو', 1.05), ('رو', 0.74), ('یه', 0.85), ('با', 0.89)]","[('و', 0.9), ('که', 0.86), ('به', 0.91), ('از', 0.93), ('من', 1.09), ('این', 0.95), ('تو', 1.01), ('رو', 0.78), ('یه', 0.86), ('با', 0.88)]","[('و', 0.91), ('که', 0.91), ('به', 0.94), ('از', 0.95), ('من', 1.1), ('این', 0.96), ('تو', 1.03), ('رو', 0.75), ('یه', 0.87), ('با', 0.91)]","[('و', 0.98), ('که', 1.03), ('به', 1.1), ('از', 1.03), ('من', 0.97), ('این', 1.03), ('تو', 1.07), ('رو', 1.05), ('یه', 0.95), ('با', 1.03)]","[('و', 0.9), ('که', 0.89), ('به', 0.94), ('از', 0.93), ('من', 1.12), ('این', 0.99), ('تو', 1.06), ('رو', 0.76), ('یه', 0.9), ('با', 0.91)]","[('و', 0.92), ('که', 0.9), ('به', 0.99), ('از', 0.97), ('من', 1.13), ('این', 1.0), ('تو', 1.02), ('رو', 0.88), ('یه', 0.89), ('با', 0.92)]"
ESFP,"[('و', 1.06), ('که', 1.04), ('به', 0.95), ('از', 0.96), ('من', 1.05), ('تو', 1.06), ('این', 0.95), ('رو', 0.94), ('یه', 1.02), ('با', 0.97)]","[('و', 1.02), ('که', 1.03), ('به', 0.98), ('از', 0.98), ('من', 0.97), ('تو', 1.0), ('این', 1.0), ('رو', 1.05), ('یه', 1.09), ('با', 1.0)]","[('و', 0.96), ('که', 0.99), ('به', 0.91), ('از', 0.92), ('من', 1.12), ('تو', 1.07), ('این', 0.92), ('رو', 0.89), ('یه', 1.04), ('با', 0.95)]","[('و', 1.0), ('که', 1.03), ('به', 0.96), ('از', 0.95), ('من', 1.1), ('تو', 1.04), ('این', 0.94), ('رو', 0.89), ('یه', 1.06), ('با', 0.98)]","[('و', 1.1), ('که', 1.13), ('به', 1.0), ('از', 0.99), ('من', 1.04), ('تو', 1.06), ('این', 0.95), ('رو', 1.14), ('یه', 1.19), ('با', 1.07)]",,"[('و', 0.92), ('که', 1.05), ('به', 0.91), ('از', 0.9), ('من', 1.21), ('تو', 1.12), ('این', 0.99), ('رو', 0.98), ('یه', 1.11), ('با', 0.96)]","[('و', 0.97), ('که', 1.02), ('به', 0.96), ('از', 0.96), ('من', 1.1), ('تو', 1.13), ('این', 0.93), ('رو', 0.92), ('یه', 1.13), ('با', 1.0)]","[('و', 0.97), ('که', 0.99), ('به', 0.93), ('از', 0.91), ('من', 1.11), ('تو', 1.1), ('این', 0.94), ('رو', 0.96), ('یه', 1.05), ('با', 0.99)]","[('و', 1.02), ('که', 1.02), ('به', 0.97), ('از', 0.96), ('من', 1.01), ('تو', 1.05), ('این', 0.96), ('رو', 0.96), ('یه', 1.05), ('با', 1.0)]","[('و', 0.91), ('که', 0.98), ('به', 0.89), ('از', 0.89), ('من', 1.19), ('تو', 1.11), ('این', 0.91), ('رو', 0.85), ('یه', 1.01), ('با', 0.94)]","[('و', 0.99), ('که', 0.98), ('به', 0.91), ('از', 0.92), ('من', 1.13), ('تو', 1.06), ('این', 0.9), ('رو', 0.9), ('یه', 1.02), ('با', 0.94)]","[('و', 1.01), ('که', 1.03), ('به', 0.94), ('از', 0.94), ('من', 1.14), ('تو', 1.09), ('این', 0.92), ('رو', 0.86), ('یه', 1.03), ('با', 0.98)]","[('و', 1.08), ('که', 1.17), ('به', 1.1), ('از', 1.02), ('من', 1.01), ('تو', 1.14), ('این', 0.98), ('رو', 1.21), ('یه', 1.14), ('با', 1.1)]","[('و', 0.99), ('که', 1.01), ('به', 0.94), ('از', 0.93), ('من', 1.17), ('تو', 1.12), ('این', 0.95), ('رو', 0.87), ('یه', 1.07), ('با', 0.97)]","[('و', 1.01), ('که', 1.02), ('به', 0.99), ('از', 0.96), ('من', 1.18), ('تو', 1.08), ('این', 0.95), ('رو', 1.0), ('یه', 1.06), ('با', 0.98)]"
ESTJ,"[('و', 1.15), ('که', 1.0), ('به', 1.04), ('از', 1.06), ('من', 0.87), ('این', 0.96), ('رو', 0.96), ('تو', 0.94), ('با', 1.01), ('یه', 0.92)]","[('و', 1.11), ('که', 0.99), ('به', 1.08), ('از', 1.09), ('من', 0.8), ('این', 1.0), ('رو', 1.07), ('تو', 0.89), ('با', 1.04), ('یه', 0.98)]","[('و', 1.04), ('که', 0.95), ('به', 1.0), ('از', 1.02), ('من', 0.93), ('این', 0.93), ('رو', 0.9), ('تو', 0.95), ('با', 0.98), ('یه', 0.93)]","[('و', 1.08), ('که', 0.99), ('به', 1.06), ('از', 1.05), ('من', 0.91), ('این', 0.94), ('رو', 0.91), ('تو', 0.92), ('با', 1.02), ('یه', 0.95)]","[('و', 1.2), ('که', 1.08), ('به', 1.1), ('از', 1.1), ('من', 0.86), ('این', 0.96), ('رو', 1.17), ('تو', 0.94), ('با', 1.11), ('یه', 1.07)]","[('و', 1.09), ('که', 0.96), ('به', 1.1), ('از', 1.11), ('من', 0.83), ('این', 1.01), ('رو', 1.02), ('تو', 0.89), ('با', 1.04), ('یه', 0.9)]",,"[('و', 1.06), ('که', 0.97), ('به', 1.06), ('از', 1.06), ('من', 0.91), ('این', 0.94), ('رو', 0.93), ('تو', 1.0), ('با', 1.04), ('یه', 1.01)]","[('و', 1.05), ('که', 0.94), ('به', 1.02), ('از', 1.01), ('من', 0.92), ('این', 0.95), ('رو', 0.98), ('تو', 0.98), ('با', 1.03), ('یه', 0.94)]","[('و', 1.11), ('که', 0.97), ('به', 1.07), ('از', 1.06), ('من', 0.84), ('این', 0.97), ('رو', 0.98), ('تو', 0.94), ('با', 1.04), ('یه', 0.94)]","[('و', 0.99), ('که', 0.94), ('به', 0.98), ('از', 0.99), ('من', 0.99), ('این', 0.91), ('رو', 0.87), ('تو', 0.99), ('با', 0.98), ('یه', 0.91)]","[('و', 1.08), ('که', 0.93), ('به', 1.0), ('از', 1.03), ('من', 0.94), ('این', 0.91), ('رو', 0.91), ('تو', 0.95), ('با', 0.98), ('یه', 0.92)]","[('و', 1.09), ('که', 0.98), ('به', 1.04), ('از', 1.04), ('من', 0.95), ('این', 0.92), ('رو', 0.88), ('تو', 0.97), ('با', 1.01), ('یه', 0.93)]","[('و', 1.17), ('که', 1.12), ('به', 1.21), ('از', 1.13), ('من', 0.84), ('این', 0.99), ('رو', 1.23), ('تو', 1.01), ('با', 1.14), ('یه', 1.02)]","[('و', 1.08), ('که', 0.97), ('به', 1.03), ('از', 1.03), ('من', 0.97), ('این', 0.95), ('رو', 0.88), ('تو', 1.0), ('با', 1.0), ('یه', 0.96)]","[('و', 1.1), ('که', 0.98), ('به', 1.09), ('از', 1.06), ('من', 0.97), ('این', 0.96), ('رو', 1.02), ('تو', 0.96), ('با', 1.02), ('یه', 0.95)]"
ESTP,"[('و', 1.09), ('که', 1.02), ('به', 0.98), ('از', 1.0), ('من', 0.96), ('رو', 1.03), ('این', 1.02), ('تو', 0.94), ('یه', 0.91), ('با', 0.97)]","[('و', 1.05), ('که', 1.01), ('به', 1.02), ('از', 1.03), ('من', 0.88), ('رو', 1.14), ('این', 1.07), ('تو', 0.89), ('یه', 0.96), ('با', 1.0)]","[('و', 0.99), ('که', 0.97), ('به', 0.94), ('از', 0.96), ('من', 1.02), ('رو', 0.97), ('این', 0.99), ('تو', 0.95), ('یه', 0.92), ('با', 0.95)]","[('و', 1.03), ('که', 1.01), ('به', 1.0), ('از', 0.99), ('من', 1.0), ('رو', 0.97), ('این', 1.0), ('تو', 0.92), ('یه', 0.94), ('با', 0.98)]","[('و', 1.13), ('که', 1.11), ('به', 1.04), ('از', 1.04), ('من', 0.95), ('رو', 1.25), ('این', 1.02), ('تو', 0.94), ('یه', 1.06), ('با', 1.07)]","[('و', 1.03), ('که', 0.98), ('به', 1.04), ('از', 1.04), ('من', 0.91), ('رو', 1.09), ('این', 1.07), ('تو', 0.89), ('یه', 0.89), ('با', 1.0)]","[('و', 0.95), ('که', 1.03), ('به', 0.94), ('از', 0.94), ('من', 1.1), ('رو', 1.07), ('این', 1.06), ('تو', 1.0), ('یه', 0.99), ('با', 0.96)]",,"[('و', 0.99), ('که', 0.97), ('به', 0.96), ('از', 0.95), ('من', 1.01), ('رو', 1.05), ('این', 1.01), ('تو', 0.98), ('یه', 0.93), ('با', 0.99)]","[('و', 1.05), ('که', 1.0), ('به', 1.01), ('از', 1.0), ('من', 0.92), ('رو', 1.05), ('این', 1.03), ('تو', 0.93), ('یه', 0.93), ('با', 1.0)]","[('و', 0.94), ('که', 0.96), ('به', 0.92), ('از', 0.93), ('من', 1.08), ('رو', 0.93), ('این', 0.97), ('تو', 0.98), ('یه', 0.9), ('با', 0.94)]","[('و', 1.02), ('که', 0.96), ('به', 0.94), ('از', 0.96), ('من', 1.03), ('رو', 0.98), ('این', 0.97), ('تو', 0.94), ('یه', 0.91), ('با', 0.94)]","[('و', 1.03), ('که', 1.01), ('به', 0.98), ('از', 0.98), ('من', 1.04), ('رو', 0.94), ('این', 0.98), ('تو', 0.97), ('یه', 0.92), ('با', 0.98)]","[('و', 1.11), ('که', 1.14), ('به', 1.14), ('از', 1.07), ('من', 0.92), ('رو', 1.32), ('این', 1.05), ('تو', 1.01), ('یه', 1.01), ('با', 1.1)]","[('و', 1.02), ('که', 0.99), ('به', 0.97), ('از', 0.97), ('من', 1.06), ('رو', 0.94), ('این', 1.01), ('تو', 0.99), ('یه', 0.95), ('با', 0.97)]","[('و', 1.04), ('که', 1.0), ('به', 1.03), ('از', 1.0), ('من', 1.07), ('رو', 1.1), ('این', 1.02), ('تو', 0.95), ('یه', 0.94), ('با', 0.98)]"
INFJ,"[('و', 1.1), ('که', 1.06), ('به', 1.02), ('از', 1.05), ('من', 0.95), ('این', 1.01), ('رو', 0.98), ('تو', 0.96), ('یه', 0.98), ('با', 0.98)]","[('و', 1.06), ('که', 1.05), ('به', 1.06), ('از', 1.08), ('من', 0.87), ('این', 1.06), ('رو', 1.09), ('تو', 0.91), ('یه', 1.04), ('با', 1.01)]","[('و', 1.0), ('که', 1.0), ('به', 0.98), ('از', 1.01), ('من', 1.01), ('این', 0.98), ('رو', 0.92), ('تو', 0.98), ('یه', 0.99), ('با', 0.95)]","[('و', 1.03), ('که', 1.05), ('به', 1.04), ('از', 1.04), ('من', 0.98), ('این', 0.99), ('رو', 0.92), ('تو', 0.95), ('یه', 1.01), ('با', 0.99)]","[('و', 1.14), ('که', 1.15), ('به', 1.08), ('از', 1.09), ('من', 0.94), ('این', 1.01), ('رو', 1.19), ('تو', 0.96), ('یه', 1.14), ('با', 1.07)]","[('و', 1.03), ('که', 1.01), ('به', 1.08), ('از', 1.1), ('من', 0.9), ('این', 1.06), ('رو', 1.04), ('تو', 0.91), ('یه', 0.96), ('با', 1.01)]","[('و', 0.95), ('که', 1.06), ('به', 0.98), ('از', 0.99), ('من', 1.09), ('این', 1.05), ('رو', 1.02), ('تو', 1.02), ('یه', 1.06), ('با', 0.97)]","[('و', 1.01), ('که', 1.03), ('به', 1.04), ('از', 1.05), ('من', 0.99), ('این', 0.99), ('رو', 0.95), ('تو', 1.03), ('یه', 1.08), ('با', 1.01)]",,"[('و', 1.06), ('که', 1.03), ('به', 1.04), ('از', 1.05), ('من', 0.91), ('این', 1.02), ('رو', 1.0), ('تو', 0.96), ('یه', 1.0), ('با', 1.01)]","[('و', 0.94), ('که', 1.0), ('به', 0.96), ('از', 0.98), ('من', 1.07), ('این', 0.96), ('رو', 0.88), ('تو', 1.01), ('یه', 0.96), ('با', 0.95)]","[('و', 1.03), ('که', 0.99), ('به', 0.98), ('از', 1.02), ('من', 1.02), ('این', 0.96), ('رو', 0.93), ('تو', 0.97), ('یه', 0.98), ('با', 0.95)]","[('و', 1.04), ('که', 1.04), ('به', 1.02), ('از', 1.03), ('من', 1.03), ('این', 0.97), ('رو', 0.9), ('تو', 0.99), ('یه', 0.99), ('با', 0.98)]","[('و', 1.12), ('که', 1.18), ('به', 1.19), ('از', 1.12), ('من', 0.91), ('این', 1.04), ('رو', 1.25), ('تو', 1.03), ('یه', 1.09), ('با', 1.11)]","[('و', 1.03), ('که', 1.02), ('به', 1.01), ('از', 1.02), ('من', 1.05), ('این', 1.0), ('رو', 0.9), ('تو', 1.02), ('یه', 1.02), ('با', 0.98)]","[('و', 1.05), ('که', 1.04), ('به', 1.07), ('از', 1.05), ('من', 1.06), ('این', 1.01), ('رو', 1.04), ('تو', 0.98), ('یه', 1.01), ('با', 0.99)]"
